location,bucket_id,High-Frequency Acceleration_count,High-Frequency Acceleration_mean,High-Frequency Acceleration_std,High-Frequency Acceleration_min,High-Frequency Acceleration_max,Low-Frequency Acceleration Z_count,Low-Frequency Acceleration Z_mean,Low-Frequency Acceleration Z_std,Low-Frequency Acceleration Z_min,Low-Frequency Acceleration Z_max,Temperature_count,Temperature_mean,Temperature_std,Temperature_min,Temperature_max,Vibration Velocity Z_count,Vibration Velocity Z_mean,Vibration Velocity Z_std,Vibration Velocity Z_min,Vibration Velocity Z_max,alignment_status_rating,bearing_lubrication_rating,crest_factor_rating,electromagnetic_status_rating,fit_condition_rating,kurtosis_opt_rating,rms_10_25khz_rating,rms_1_10khz_rating,rotor_balance_status_rating,rubbing_condition_rating,velocity_rms_rating,peak_value_opt_rating,datetime,bucket_end
Gear Reducer,58,240,1.7069393750000001,0.11835504092062687,1.50422,2.1516,240,1.6259594166666667,0.11902706822203413,1.42072,2.09576,240,42.11291666666667,0.14303872450670072,41.8,42.3,240,2.475402166666667,0.4634255564066907,1.71175,3.75766,84.0,97.34,91.17,98.0,90.74,86.66,98.0,96.88,80.58,97.99,71.97,91.23,2025-04-01 19:00:05,2025-04-01 19:20:00
Gear Reducer,59,240,1.618759,0.07332787365703948,1.45905,1.83494,240,1.5191103750000001,0.07460827924898648,1.3534,1.74369,240,42.12291666666667,0.09471291865185807,41.9,42.3,240,2.2506986666666666,0.3627118204596363,1.6329,3.06559,89.06,97.42,91.42,98.0,91.28,86.93,98.0,96.94,81.91,97.97,68.1,90.98,2025-04-01 19:20:05,2025-04-01 19:40:00
Gear Reducer,60,240,1.7651313333333334,0.18351771297968575,1.50888,2.34336,240,1.6943477916666665,0.19175583656683287,1.42504,2.29772,240,42.08666666666667,0.07646295171295628,42.0,42.2,240,2.632297416666667,0.5704816331206698,1.69572,4.12318,79.06,97.62,92.05,98.0,84.67,87.03,98.0,96.98,87.75,98.54,70.84,91.33,2025-04-01 19:40:05,2025-04-01 20:00:00
Gear Reducer,61,240,1.6823098333333335,0.12269716164656264,1.472,2.27283,240,1.5954705,0.13134375012151603,1.36984,2.22533,240,41.922916666666666,0.1316766410430378,41.5,42.1,240,2.405531041666667,0.46034457698736053,1.67305,4.05256,86.76,97.5,92.06,98.0,90.85,87.04,98.0,96.91,83.34,97.75,69.25,91.85,2025-04-01 20:00:05,2025-04-01 20:20:00
Gear Reducer,62,240,1.6835991666666668,0.12580725643161778,1.46685,2.15208,240,1.5956715833333335,0.13346851912523253,1.36606,2.09781,240,40.87125,0.3724375491722993,40.0,41.6,240,2.400377958333334,0.45898741478037985,1.66923,3.67027,88.68,96.78,91.39,98.0,90.74,86.43,98.0,96.85,84.05,98.07,66.49,90.82,2025-04-01 20:20:05,2025-04-01 20:40:00
Gear Reducer,63,240,1.719570375,0.1929570283796734,1.47787,2.29181,240,1.6388213333333332,0.20969248210599073,1.38166,2.24298,240,39.2825,0.31864317473209286,38.8,40.0,240,2.47258275,0.6167259581445474,1.6711,3.99735,80.14,98.0,91.98,98.0,86.36,86.35,98.0,97.08,86.85,97.99,71.92,91.65,2025-04-01 20:40:05,2025-04-01 21:00:00
Gear Reducer,64,240,1.6640500833333334,0.15674662317568605,1.45635,2.29881,240,1.57343875,0.17076268323086596,1.34949,2.24853,240,38.485416666666666,0.1883528951467962,38.1,38.9,240,2.3541669583333333,0.5137934160033253,1.62477,4.08139,82.6,97.97,91.95,98.0,89.57,86.34,98.0,97.02,86.62,98.45,70.07,91.67,2025-04-01 21:00:05,2025-04-01 21:20:00
Gear Reducer,65,240,1.7155937916666666,0.19487959500246457,1.43775,2.25563,240,1.6378101250000001,0.2109372100420383,1.34915,2.20983,240,37.7975,0.20371548787463362,37.4,38.3,240,2.5091440416666666,0.6091449799011945,1.64794,3.96548,87.66,96.84,91.57,98.0,91.12,86.75,98.0,96.85,83.13,97.97,66.55,91.59,2025-04-01 21:20:05,2025-04-01 21:40:00
Gear Reducer,66,240,1.6865099583333332,0.186818987523114,1.43639,2.27286,240,1.604389125,0.20324851634465205,1.33259,2.22399,240,37.489583333333336,0.16420161009782014,37.2,37.8,240,2.430109416666667,0.5780419480938592,1.59438,4.02568,80.88,97.67,91.96,98.0,87.76,86.87,98.0,97.13,85.9,98.11,72.52,91.57,2025-04-01 21:40:05,2025-04-01 22:00:00
Gear Reducer,67,240,1.6528349166666667,0.1476140867063008,1.43937,2.22963,240,1.5693718333333335,0.15827003720792016,1.33324,2.18064,240,36.901666666666664,0.3075026504857861,36.4,37.4,240,2.3646480833333334,0.5122422504369517,1.59324,3.92403,82.33,97.61,91.99,98.0,89.3,86.89,98.0,96.94,87.54,97.79,71.72,91.91,2025-04-01 22:00:05,2025-04-01 22:20:00
Gear Reducer,68,240,1.6952527916666669,0.19673232381486405,1.44628,2.28453,240,1.6169706666666668,0.21181053125418814,1.34934,2.23882,240,36.24625,0.2024600275647137,35.9,36.6,240,2.501092875,0.5850675297457804,1.65259,3.99034,89.09,97.04,91.58,98.0,91.47,86.37,98.0,96.89,83.53,98.2,65.55,91.12,2025-04-01 22:20:05,2025-04-01 22:40:00
Gear Reducer,69,240,1.6988240416666665,0.2037660643458424,1.44348,2.25328,240,1.6228321666666665,0.21982264773306182,1.33645,2.20342,240,35.54416666666667,0.25818673574768347,35.2,36.1,240,2.4915424583333334,0.6144428914175805,1.67822,3.9818,80.21,97.62,92.57,98.0,87.52,86.86,98.0,97.13,87.92,98.42,72.14,92.36,2025-04-01 22:40:05,2025-04-01 23:00:00
Gear Reducer,70,240,1.606806875,0.1616021594002678,1.39911,2.26784,240,1.5172897083333334,0.17494857237025843,1.29596,2.22151,240,34.99708333333333,0.23454717641391493,34.6,35.3,240,2.2628063333333333,0.5176120553368265,1.55851,4.07483,82.34,97.67,92.12,98.0,89.01,86.52,98.0,97.02,87.16,98.08,72.14,90.93,2025-04-01 23:00:05,2025-04-01 23:20:00
Gear Reducer,71,240,1.7201325416666668,0.19885069297345528,1.46498,2.31975,240,1.6520396666666668,0.2080445422754457,1.36894,2.27603,240,34.40125,0.16427379176572288,34.0,34.6,240,2.577294,0.5953890788304972,1.7567,4.06774,89.78,96.9,91.25,98.0,91.95,86.58,98.0,96.97,85.58,98.13,65.07,91.19,2025-04-01 23:20:05,2025-04-01 23:40:00
Gear Reducer,72,240,1.6927627083333334,0.1994801006921048,1.43333,2.26166,240,1.6174250000000001,0.21560319208596387,1.33267,2.21764,240,34.040416666666665,0.21952743400708413,33.7,34.4,240,2.5239562083333333,0.5731013325721932,1.73277,4.00318,87.38,98.0,91.44,98.0,91.22,86.63,98.0,97.03,86.27,97.57,72.61,91.65,2025-04-01 23:40:05,2025-04-02 00:00:00
Gear Reducer,73,194,1.5606644845360824,0.07967862749036575,1.41557,1.883,194,1.466478350515464,0.08415638824378806,1.31149,1.81454,217,33.58248847926267,0.13732659471733313,33.3,33.8,194,2.1829619587628866,0.35404948184555646,1.62041,3.32464,84.94,97.19,91.58,98.0,90.15,86.11,98.0,97.04,80.16,98.03,70.42,91.52,2025-04-02 00:00:05,2025-04-02 00:20:00
Gear Reducer,74,240,1.6982910833333333,0.1794197710044055,1.42924,2.27288,240,1.62599225,0.19243860063014812,1.32874,2.22803,240,33.67875,0.16644982407036008,33.4,34.1,240,2.541467208333333,0.544192880851999,1.66613,3.97362,89.15,97.12,90.45,98.0,90.87,86.39,98.0,96.96,83.87,97.98,66.12,91.57,2025-04-02 00:20:05,2025-04-02 00:40:00
Gear Reducer,75,240,1.71271725,0.2125305655180805,1.44533,2.24268,240,1.6457375416666666,0.2265701545159075,1.34353,2.19782,240,33.416666666666664,0.18287949405138876,33.0,33.7,240,2.5266329583333333,0.6268973737703529,1.69962,3.9419,77.97,97.74,91.64,98.0,84.88,86.74,98.0,97.13,86.79,96.86,67.99,92.35,2025-04-02 00:40:05,2025-04-02 01:00:00
Gear Reducer,76,240,1.6643352916666667,0.1764266616178567,1.45012,2.25624,240,1.5873057916666666,0.1908578570872128,1.35553,2.21301,240,32.86875,0.17399592406135622,32.6,33.2,240,2.490945625,0.5407936542178402,1.70927,3.9737,88.6,97.35,91.58,98.0,90.5,86.9,98.0,97.0,80.8,97.99,67.53,91.59,2025-04-02 01:00:05,2025-04-02 01:20:00
Gear Reducer,77,240,1.6846794583333333,0.16758141884583516,1.47078,2.22308,240,1.610930375,0.1817895425628617,1.37995,2.17976,240,32.40083333333333,0.11534618320721904,32.2,32.6,240,2.523047083333333,0.5015740899360961,1.84999,3.89687,88.85,97.32,90.47,98.0,91.16,86.02,98.0,96.94,85.56,98.09,63.78,91.27,2025-04-02 01:20:05,2025-04-02 01:40:00
Gear Reducer,78,240,1.6848227083333331,0.11505285373638208,1.46024,2.12587,240,1.6119110416666667,0.12335357699171483,1.36545,2.08321,240,32.20041666666667,0.03715614081895182,32.1,32.3,240,2.5303017916666666,0.40336315768333914,1.84244,3.69488,79.09,97.59,91.55,98.0,85.44,86.21,98.0,97.18,87.32,97.53,70.18,91.14,2025-04-02 01:40:05,2025-04-02 02:00:00
Gear Reducer,79,240,1.6442172083333333,0.10347848452676713,1.49449,2.11969,240,1.561354375,0.11313681068804318,1.40213,2.07336,240,32.13708333333334,0.09147691784981078,31.9,32.3,240,2.462513208333333,0.37673278066298554,1.88845,3.80915,82.96,97.63,91.27,98.0,89.34,86.34,98.0,97.04,80.9,97.85,69.27,92.24,2025-04-02 02:00:05,2025-04-02 02:20:00
Gear Reducer,80,240,1.7154550833333333,0.16550851502950953,1.48799,2.20152,240,1.6478999166666666,0.1781843750692561,1.40266,2.1595,240,32.022083333333335,0.11412681659013633,31.8,32.3,240,2.6199174166666666,0.48872345533539974,1.88163,3.86027,88.27,96.79,90.06,98.0,90.93,85.9,98.0,96.93,83.02,98.05,65.24,91.3,2025-04-02 02:20:05,2025-04-02 02:40:00
Gear Reducer,81,240,1.7282232083333333,0.17399338140191367,1.48872,2.20727,240,1.661502375,0.18667947664094836,1.39308,2.1651,240,33.17583333333333,0.6921551853145913,31.9,34.1,240,2.6408515416666662,0.5136175421146619,1.91901,3.91061,80.9,97.92,91.26,98.0,87.48,86.24,98.0,97.21,86.44,97.06,72.75,91.87,2025-04-02 02:40:05,2025-04-02 03:00:00
Gear Reducer,82,240,1.6525900416666666,0.11125876368095305,1.48804,2.0829,240,1.5702014166666667,0.12104754531355244,1.39859,2.0364,240,34.22833333333334,0.15480225384786112,34.1,34.6,240,2.481681583333333,0.3805730902348088,1.86005,3.72146,84.17,97.57,91.55,98.0,88.05,86.38,98.0,97.23,87.94,97.33,70.22,91.53,2025-04-02 03:00:05,2025-04-02 03:20:00
Gear Reducer,83,240,1.7402808333333333,0.18584169405124945,1.50134,2.24381,240,1.6782923333333335,0.19703287995149577,1.40627,2.20129,240,34.67125,0.0841304277315476,34.5,34.9,240,2.6629057916666667,0.5513144373543598,1.91446,3.95373,89.14,97.24,88.81,98.0,90.7,85.91,98.0,96.98,84.96,98.11,64.34,91.24,2025-04-02 03:20:05,2025-04-02 03:40:00
Gear Reducer,84,240,1.7276815416666667,0.17266749989805338,1.51668,2.22263,240,1.6612184166666666,0.18529312448094065,1.42448,2.17962,240,34.407083333333325,0.16129650357077588,34.2,34.9,240,2.621200875,0.5188818270213735,1.96307,3.92996,86.77,97.95,90.7,98.0,88.28,85.93,98.0,97.21,86.06,97.72,71.77,92.2,2025-04-02 03:40:05,2025-04-02 04:00:00
Gear Reducer,85,240,1.6735571249999999,0.1068647467677793,1.49397,2.18102,240,1.5950567500000001,0.11697082745891205,1.39843,2.13404,240,34.20583333333333,0.07520775502314007,34.1,34.4,240,2.5092965416666666,0.3792155236714727,1.93391,3.83951,83.19,97.38,90.58,98.0,87.46,86.68,98.0,97.2,88.62,98.06,69.15,91.22,2025-04-02 04:00:05,2025-04-02 04:20:00
Gear Reducer,86,240,1.7164128333333333,0.17217618419170924,1.48683,2.22907,240,1.64813525,0.18455588564296782,1.38971,2.18463,240,33.9225,0.08075221670079362,33.8,34.1,240,2.610686708333333,0.511725397006871,1.92905,3.91048,90.0,96.84,89.94,98.0,91.15,85.57,98.0,96.99,85.0,98.15,64.25,91.76,2025-04-02 04:20:05,2025-04-02 04:40:00
Gear Reducer,87,240,1.6972640833333335,0.11393543281630603,1.51007,2.19081,240,1.6224127083333333,0.12378842750035579,1.41741,2.14706,240,33.69625,0.07726022430341967,33.6,33.9,240,2.5503715416666664,0.3966135890677197,1.94876,3.84944,79.62,97.75,91.41,98.0,85.66,86.27,98.0,97.22,86.65,97.31,70.41,91.52,2025-04-02 04:40:05,2025-04-02 05:00:00
Gear Reducer,88,240,1.69983475,0.16618468216580062,1.49727,2.22336,240,1.6279922916666665,0.17955768230938002,1.40049,2.18018,240,33.53333333333333,0.0922370362206225,33.4,33.7,240,2.572162708333333,0.4859046636735066,1.89031,3.86589,84.34,97.07,90.46,98.0,89.78,85.77,98.0,96.99,83.32,98.18,64.78,91.39,2025-04-02 05:00:05,2025-04-02 05:20:00
Gear Reducer,89,240,1.7155704583333333,0.16124549859176543,1.50648,2.22092,240,1.647065375,0.17391511599938791,1.41239,2.18096,240,33.355,0.07637169621832487,33.2,33.5,240,2.5948594166666665,0.4808475091482242,1.92447,3.95654,87.95,97.06,88.58,98.0,90.27,85.07,98.0,96.97,84.8,97.66,64.46,91.75,2025-04-02 05:20:05,2025-04-02 05:40:00
Gear Reducer,90,240,1.7064678333333334,0.15530412834115112,1.4876,2.20198,240,1.63529725,0.16863410222304748,1.39436,2.16038,240,33.39708333333333,0.07837145575214266,33.3,33.6,240,2.5787135416666667,0.4725615871730418,1.94381,3.85511,79.77,97.56,91.54,98.0,86.62,86.65,98.0,97.17,86.88,97.17,71.34,91.91,2025-04-02 05:40:05,2025-04-02 06:00:00
Gear Reducer,91,240,1.68265825,0.163445724970556,1.47007,2.1725,240,1.6108202083333334,0.17667690452113363,1.37442,2.12872,240,33.35916666666667,0.10020550710472625,33.2,33.5,240,2.518015708333333,0.48044728981165274,1.85638,3.85362,81.74,96.95,89.14,98.0,92.27,84.88,98.0,97.05,85.71,97.23,66.11,91.75,2025-04-02 06:00:05,2025-04-02 06:20:00
Gear Reducer,92,240,1.6980107083333331,0.1657514332442068,1.46813,2.19392,240,1.6300182083333332,0.17723888684649305,1.37944,2.1504,240,33.375,0.08156420578459105,33.2,33.5,240,2.537592875,0.49637806736345896,1.91589,3.80417,89.65,96.88,89.16,98.0,90.71,84.97,98.0,97.01,86.25,97.24,65.13,91.9,2025-04-02 06:20:05,2025-04-02 06:40:00
Gear Reducer,93,240,1.6865846666666668,0.1475791173752034,1.493,2.21891,240,1.6109509583333332,0.1611793446498514,1.40405,2.17697,240,33.25333333333334,0.07536059293769991,33.1,33.4,240,2.5441834583333334,0.43620493261130483,1.94373,3.84854,82.16,97.23,91.29,98.0,87.45,86.43,98.0,97.17,86.55,97.59,70.51,91.04,2025-04-02 06:40:05,2025-04-02 07:00:00
Gear Reducer,94,240,1.66004625,0.10220202174029303,1.48695,2.16853,240,1.5797129166666666,0.10919934587521407,1.40739,2.1232,240,32.40958333333334,0.41523274883408956,32.0,33.3,240,2.500909833333333,0.395146718489508,1.80384,3.75104,83.25,97.13,89.85,98.0,87.9,85.7,98.0,97.04,81.78,97.45,67.08,90.66,2025-04-02 07:00:05,2025-04-02 07:20:00
Gear Reducer,95,240,1.7111418333333333,0.17742133744958302,1.45338,2.2112,240,1.6443406250000001,0.19079285687889225,1.36323,2.16502,240,31.800416666666667,0.10919941325369784,31.7,32.1,240,2.5694275,0.5191899055263098,1.7427,3.92569,89.66,96.98,89.66,98.0,90.84,84.88,98.0,96.99,86.79,96.68,65.87,90.75,2025-04-02 07:20:05,2025-04-02 07:40:00
Gear Reducer,96,240,1.70163075,0.17692843625342913,1.46137,2.22808,240,1.63561475,0.18756806882912863,1.36856,2.18582,240,31.625833333333333,0.15114394111062057,31.3,31.9,240,2.5469767083333332,0.5261998966764827,1.7618,3.95537,86.96,97.31,89.37,98.0,89.41,86.32,98.0,97.01,80.35,97.75,67.48,91.53,2025-04-02 07:40:05,2025-04-02 08:00:00
Gear Reducer,97,240,1.6149398333333334,0.07189407508695064,1.48041,1.82735,240,1.5226897083333335,0.07255047324817271,1.38543,1.75688,240,31.144166666666667,0.13020475239148166,30.9,31.4,240,2.3779977916666666,0.33256219990738095,1.78158,3.01519,82.7,97.9,90.47,98.0,89.05,86.45,98.0,97.06,83.46,96.95,68.59,91.46,2025-04-02 08:00:05,2025-04-02 08:20:00
Gear Reducer,98,240,1.7286977083333332,0.1948001161736141,1.46181,2.23819,240,1.671442125,0.20295560662243883,1.37458,2.19799,240,31.159166666666668,0.07542996234234736,31.0,31.3,240,2.6150950416666663,0.5772967231355935,1.86282,3.97277,88.11,97.05,89.49,98.0,89.93,84.87,98.0,96.95,82.87,97.12,65.69,90.77,2025-04-02 08:20:05,2025-04-02 08:40:00
Gear Reducer,99,240,1.6683715833333332,0.09477504854975324,1.478,1.88016,240,1.5961445416666666,0.09686659749927296,1.38299,1.80777,240,30.990833333333335,0.09766806849684824,30.8,31.3,240,2.479131375,0.3891910464437646,1.77264,3.23205,85.8,97.43,90.65,98.0,89.46,86.43,98.0,96.98,80.99,97.52,67.21,89.61,2025-04-02 08:40:05,2025-04-02 09:00:00
Gear Reducer,100,240,1.6972872916666666,0.1179403005981693,1.52125,2.15957,240,1.633440375,0.11873265703730841,1.4533,2.11948,240,30.973333333333336,0.15697631051899616,30.7,31.3,240,2.5443768749999998,0.4150008119755945,1.87726,3.76322,81.62,97.12,90.79,98.0,88.16,86.59,98.0,97.15,80.74,97.99,69.02,91.52,2025-04-02 09:00:05,2025-04-02 09:20:00
Gear Reducer,101,240,1.6464135416666668,0.12221089053447076,1.45465,2.1863,240,1.56653175,0.1301177466222268,1.38048,2.14394,240,30.775,0.1928643376046097,30.5,31.3,240,2.425173583333333,0.4145809410577882,1.73366,3.77242,86.75,97.64,90.64,98.0,85.81,86.05,98.0,97.28,85.86,97.19,74.74,90.6,2025-04-02 09:20:05,2025-04-02 09:40:00
Gear Reducer,102,240,1.6862117499999998,0.18791258439363173,1.45197,2.20042,240,1.619947,0.1992523344827356,1.36184,2.15975,240,30.975,0.10041753835047912,30.8,31.1,240,2.511111375,0.5444751173279775,1.75796,3.87134,87.62,96.76,88.7,98.0,89.87,84.46,98.0,97.04,84.48,96.51,67.36,91.52,2025-04-02 09:40:05,2025-04-02 10:00:00
Gear Reducer,103,240,1.7089235833333334,0.1832806492914057,1.48745,2.24135,240,1.64920875,0.18952692620908423,1.40859,2.20027,240,31.214583333333334,0.22610915212577362,30.8,31.5,240,2.570167333333333,0.5309971520788711,1.76438,3.89538,82.05,97.52,91.09,98.0,83.63,85.78,98.0,97.21,87.51,98.18,73.7,91.21,2025-04-02 10:00:05,2025-04-02 10:20:00
Gear Reducer,104,240,1.680332,0.13502929593240123,1.47421,2.15639,240,1.6152333333333333,0.13583739000573597,1.41378,2.11592,240,31.618333333333332,0.23871459590579686,31.3,32.1,240,2.4831762083333335,0.4596204846207932,1.82208,3.74476,88.46,97.18,89.46,98.0,89.44,85.13,98.0,96.96,84.41,97.64,66.42,91.74,2025-04-02 10:20:05,2025-04-02 10:40:00
Gear Reducer,105,240,1.6302515416666667,0.0910462828214584,1.47441,1.86514,240,1.5465250833333333,0.09545398711014197,1.38562,1.80302,240,32.055,0.13924482517820813,31.9,32.4,240,2.3578845,0.3590409579131096,1.76482,3.12598,85.7,97.45,89.94,98.0,89.45,86.33,98.0,97.09,84.69,97.4,71.52,91.82,2025-04-02 10:40:05,2025-04-02 11:00:00
Gear Reducer,106,240,1.7356678333333333,0.18738751543720678,1.47826,2.2359,240,1.6800924583333334,0.19479124613738566,1.40203,2.19493,240,32.7625,0.11133461945657061,32.4,33.0,240,2.6196559583333334,0.5500303552870086,1.82573,3.90765,87.38,96.89,89.26,98.0,89.56,84.72,98.0,97.0,84.12,97.22,65.75,92.4,2025-04-02 11:00:05,2025-04-02 11:20:00
Gear Reducer,107,240,1.7098366666666667,0.1752593140928323,1.49435,2.22617,240,1.6447485416666665,0.18470278988803895,1.42297,2.18635,240,32.784166666666664,0.08078675202438218,32.6,32.9,240,2.562139875,0.5409117458540836,1.80748,3.95514,80.68,97.42,90.97,98.0,89.11,86.79,98.0,97.07,88.13,97.52,69.45,91.58,2025-04-02 11:20:05,2025-04-02 11:40:00
Gear Reducer,108,240,1.670219625,0.0915678275859636,1.48724,1.87385,240,1.6012972499999998,0.09147884920014712,1.40804,1.80226,240,33.047916666666666,0.26210412135707506,32.7,33.6,240,2.4499332916666665,0.3520674789525178,1.7681,3.11903,85.16,97.04,88.84,98.0,88.2,84.53,98.0,96.96,84.68,96.81,65.07,91.73,2025-04-02 11:40:05,2025-04-02 12:00:00
Gear Reducer,109,240,1.6766485,0.1095657110080655,1.49443,1.89577,240,1.5994702916666665,0.10898308548811006,1.42542,1.82857,240,33.56666666666667,0.108109144704611,33.4,33.8,240,2.4316167500000003,0.41383292212305667,1.74048,3.21334,81.56,96.91,89.9,98.0,88.35,86.69,98.0,96.99,81.27,97.46,67.53,91.13,2025-04-02 12:00:05,2025-04-02 12:20:00
Gear Reducer,110,240,1.7019434166666665,0.09169645415953863,1.50941,1.86819,240,1.6358125000000001,0.0905085480717627,1.42878,1.80558,240,34.50208333333333,0.35693346621274147,33.7,35.1,240,2.4788932916666666,0.3717022782154318,1.76445,3.07376,83.62,97.19,89.7,98.0,88.88,86.08,98.0,97.0,84.11,97.46,67.32,91.39,2025-04-02 12:20:05,2025-04-02 12:40:00
Gear Reducer,111,240,1.7177435,0.15350053882750617,1.4908,2.2117,240,1.6555737916666666,0.15785014730557448,1.41891,2.17181,240,35.43083333333333,0.21308486663890983,35.0,35.8,240,2.4783693749999998,0.4926846305183267,1.66247,3.85211,86.86,97.31,90.38,98.0,89.2,86.68,98.0,97.06,83.38,97.55,70.6,91.49,2025-04-02 12:40:05,2025-04-02 13:00:00
Gear Reducer,112,240,1.7140117916666666,0.13990013521501035,1.51733,2.2219,240,1.6539814583333334,0.1425090633011422,1.45988,2.18118,240,35.71666666666667,0.24283311532159502,35.4,36.2,240,2.4818903333333333,0.4540928574465676,1.81531,3.9435,88.01,97.15,89.4,98.0,89.83,86.73,98.0,96.99,81.96,97.76,67.87,91.57,2025-04-02 13:00:05,2025-04-02 13:20:00
Gear Reducer,113,240,1.7143465833333333,0.08996740642256545,1.52389,1.88654,240,1.6468487916666668,0.08803073541209855,1.45721,1.8153,240,35.901666666666664,0.11387678383581913,35.7,36.2,240,2.513446958333333,0.36962781987372206,1.7759,3.15683,81.39,97.29,90.23,98.0,88.62,86.67,98.0,97.14,80.82,97.21,69.38,92.11,2025-04-02 13:20:05,2025-04-02 13:40:00
Gear Reducer,114,240,1.6916484999999999,0.08625314691875956,1.49683,1.86029,240,1.6086541666666667,0.08693543244961863,1.41526,1.79366,240,36.12291666666667,0.1927987909185135,35.7,36.4,240,2.506418791666667,0.37352856688068675,1.72919,3.15615,82.68,97.58,89.96,98.0,88.64,86.82,98.0,97.0,84.75,96.54,69.81,91.7,2025-04-02 13:40:05,2025-04-02 14:00:00
Gear Reducer,115,240,1.7257521666666666,0.1589093002309444,1.50867,2.23993,240,1.6650459583333335,0.1631412039641639,1.44578,2.1979,240,36.919999999999995,0.20397719127556813,36.3,37.3,240,2.4939873333333336,0.5033685171420268,1.66598,3.86654,81.8,97.24,90.62,98.0,88.63,87.0,98.0,96.96,81.97,97.6,66.97,91.04,2025-04-02 14:00:05,2025-04-02 14:20:00
Gear Reducer,116,240,1.694502,0.08968568981442662,1.52077,1.85287,240,1.6126979583333332,0.08727309919976095,1.42376,1.78036,240,37.219166666666666,0.10453790194382923,37.0,37.5,240,2.4803160416666667,0.37289524540066904,1.75901,3.08371,87.53,97.22,89.36,98.0,89.87,85.02,98.0,96.98,86.02,97.12,67.45,91.97,2025-04-02 14:20:05,2025-04-02 14:40:00
Gear Reducer,117,240,1.721570125,0.08973085097745995,1.56536,1.89352,240,1.6557907916666668,0.08742941814464526,1.48763,1.82745,240,37.69041666666667,0.15588803960730171,37.4,38.0,240,2.4540120416666666,0.37865960817049243,1.81503,3.10646,81.47,97.28,90.07,98.0,88.49,86.72,98.0,97.02,82.6,96.4,70.4,91.69,2025-04-02 14:40:05,2025-04-02 15:00:00
Gear Reducer,118,240,1.746911,0.1569850210822172,1.52109,2.31502,240,1.6801165833333334,0.1638067831752364,1.44666,2.27431,240,38.03,0.22129326988651277,37.6,38.4,240,2.5008187083333335,0.4971143515169309,1.76084,3.96108,81.22,97.44,91.13,98.0,83.25,84.65,98.0,97.23,87.56,97.23,74.66,91.91,2025-04-02 15:00:05,2025-04-02 15:20:00
Gear Reducer,119,240,1.7177784583333335,0.1195065085591153,1.47782,2.22095,240,1.6385599166666667,0.12176489712711946,1.40557,2.17977,240,38.15958333333333,0.12438902286682119,38.0,38.4,240,2.4912607083333334,0.4497112807244144,1.76679,3.76944,87.88,97.04,90.12,98.0,88.8,85.25,98.0,96.94,87.03,97.15,66.84,90.69,2025-04-02 15:20:05,2025-04-02 15:40:00
Gear Reducer,120,240,1.7621943333333334,0.1722538929741269,1.52591,2.31012,240,1.694777,0.18056133484081782,1.45195,2.2695,240,38.13291666666667,0.15320779683084948,37.8,38.5,240,2.5575543333333335,0.5336028873739155,1.78034,3.93869,81.2,97.39,90.34,98.0,88.81,87.13,98.0,97.03,81.12,97.14,68.68,91.04,2025-04-02 15:40:05,2025-04-02 16:00:00
Gear Reducer,121,240,1.73285275,0.11973391585425981,1.54565,2.30543,240,1.6571663333333333,0.12286530754876078,1.46044,2.26502,240,38.50291666666667,0.2074749400941736,38.1,38.8,240,2.4960114583333333,0.4326201487926551,1.83857,3.98369,82.39,97.62,91.28,98.0,83.42,82.88,98.0,97.15,87.25,97.41,74.55,91.21,2025-04-02 16:00:05,2025-04-02 16:20:00
Gear Reducer,122,240,1.7399486666666666,0.13997356105959555,1.52074,2.29748,240,1.6589484583333334,0.14678993926696168,1.42991,2.25665,240,39.15333333333333,0.16180639980585182,38.7,39.4,240,2.48617675,0.4703709128181466,1.70662,3.8963,90.02,96.96,90.51,98.0,90.05,85.76,98.0,96.97,87.86,97.25,67.44,91.45,2025-04-02 16:20:05,2025-04-02 16:40:00
Gear Reducer,123,240,1.7655417500000001,0.16372424230474728,1.50349,2.3624,240,1.7025564583333332,0.16929921210573212,1.42927,2.32182,240,39.247499999999995,0.2067733786673742,38.9,39.7,240,2.5208452500000003,0.500829898593784,1.69625,3.95876,80.41,97.62,90.73,98.0,85.83,86.3,98.0,97.0,89.25,97.27,70.32,91.57,2025-04-02 16:40:05,2025-04-02 17:00:00
Gear Reducer,124,240,1.7731304166666668,0.1586274247073365,1.54585,2.28793,240,1.7054795416666666,0.16356779799713028,1.46982,2.24517,240,39.49375,0.2461470883868841,39.1,40.0,240,2.525184625,0.49938806855901724,1.70271,3.81043,85.55,96.93,90.24,98.0,88.91,86.37,98.0,96.95,81.35,96.91,68.61,91.44,2025-04-02 17:00:05,2025-04-02 17:20:00
Gear Reducer,125,240,1.7470588333333334,0.15656651647882824,1.53003,2.25238,240,1.6737832916666666,0.1661971973579026,1.43428,2.21027,240,40.03041666666666,0.20154173891381907,39.7,40.5,240,2.4623887916666667,0.5070961195358574,1.72965,3.83629,80.1,97.06,90.61,98.0,90.63,86.62,98.0,96.93,80.87,97.47,68.07,91.16,2025-04-02 17:20:05,2025-04-02 17:40:00
